,carat,cut,color,clarity,depth,table,volume
11644,0.73,Ideal,F,VVS2,61.9,55.2,0.20797720797720798
11645,0.48,Ideal,G,VVS2,62.0,57.0,0.13675213675213677
11646,1.16,Ideal,F,VS2,61.4,56.0,0.33048433048433046
11647,1.02,Premium,D,SI2,61.5,58.0,0.2905982905982906
11648,0.4,Ideal,H,SI2,62.2,55.0,0.11396011396011398
11649,0.3,Ideal,E,VS2,61.2,55.0,0.08547008547008547
11650,1.13,Ideal,I,SI2,61.7,57.0,0.32193732193732194
11651,0.73,Very Good,J,VS2,60.6,61.0,0.20797720797720798
11652,0.71,Premium,F,VS1,58.6,62.0,0.2022792022792023
11653,0.54,Very Good,F,VS2,59.4,57.0,0.15384615384615385
11654,1.07,Ideal,G,SI1,61.9,55.0,0.30484330484330485
11655,0.76,Very Good,F,VS2,62.5,58.0,0.21652421652421655
11656,2.01,Premium,G,SI2,59.0,60.0,0.5726495726495726
11657,0.42,Ideal,G,VS2,61.2,56.0,0.11965811965811966
11658,0.41,Good,E,SI1,63.6,56.0,0.1168091168091168
11659,1.4,Very Good,G,VVS2,63.4,59.0,0.39886039886039887
11660,1.11,Ideal,D,SI2,61.3,56.0,0.3162393162393163
11661,0.31,Ideal,G,VVS2,62.4,56.0,0.08831908831908833
11662,2.09,Premium,H,SI2,61.0,60.0,0.5954415954415955
11663,0.72,Ideal,I,VS1,61.4,58.0,0.20512820512820512
11664,0.56,Ideal,D,SI1,61.2,56.0,0.15954415954415957
11665,0.31,Ideal,F,SI1,62.9,57.0,0.08831908831908833
11666,0.36,Ideal,D,VVS1,61.5,55.0,0.10256410256410256
11667,0.32,Ideal,G,IF,61.3,55.0,0.09116809116809117
11668,0.72,Premium,E,SI2,61.6,59.0,0.20512820512820512
11669,0.93,Ideal,E,SI2,60.5,54.0,0.26495726495726496
11670,0.77,Ideal,I,VS1,61.5,59.0,0.21937321937321938
11671,0.31,Ideal,H,VVS1,61.5,56.0,0.08831908831908833
11672,0.9,Premium,H,VS1,62.1,59.0,0.25641025641025644
11673,1.23,Premium,G,SI1,62.5,59.0,0.35042735042735046
11674,0.31,Ideal,G,IF,62.3,56.0,0.08831908831908833
11675,0.31,Ideal,E,VVS1,61.0,57.0,0.08831908831908833
11676,0.32,Ideal,G,VVS1,62.0,57.0,0.09116809116809117
11677,1.41,Good,H,VS2,63.8,60.0,0.4017094017094017
11678,0.7,Ideal,G,SI2,62.7,57.0,0.19943019943019943
11679,0.71,Premium,H,VVS2,61.9,59.0,0.2022792022792023
11680,1.19,Ideal,I,SI1,62.3,55.0,0.33903133903133903
11681,1.0,Ideal,I,SI2,58.8,55.0,0.2849002849002849
11682,0.31,Ideal,G,IF,62.6,57.0,0.08831908831908833
11683,0.33,Ideal,E,VS2,62.3,57.0,0.09401709401709403
11684,0.57,Premium,F,VS2,59.5,60.0,0.1623931623931624
11685,0.23,Very Good,E,VVS2,63.0,58.0,0.06552706552706554
11686,0.34,Premium,G,SI1,59.7,59.0,0.09686609686609687
11687,1.74,Ideal,D,SI2,59.7,55.0,0.49572649572649574
11688,2.3,Good,I,SI2,63.8,55.0,0.6552706552706553
11689,1.52,Premium,I,SI1,58.8,61.0,0.4330484330484331
11690,0.36,Ideal,E,VS2,60.8,56.0,0.10256410256410256
11691,0.32,Ideal,G,VS2,61.4,57.0,0.09116809116809117
11692,1.02,Premium,F,VVS2,60.9,59.0,0.2905982905982906
11693,1.2,Very Good,E,SI1,61.0,59.0,0.3418803418803419
11694,0.5,Premium,F,SI1,61.2,59.0,0.14245014245014245
11695,1.24,Premium,E,SI2,60.5,62.0,0.3532763532763533
11696,0.73,Ideal,E,VS2,61.5,56.0,0.20797720797720798
11697,0.37,Premium,F,VS2,60.6,58.0,0.10541310541310542
11698,0.54,Ideal,G,SI1,62.6,57.0,0.15384615384615385
11699,1.52,Very Good,F,VS2,62.7,59.0,0.4330484330484331
11700,1.07,Good,G,SI1,63.1,59.0,0.30484330484330485
11701,1.03,Very Good,G,SI1,63.2,58.0,0.2934472934472935
11702,0.31,Ideal,G,VS2,62.2,53.0,0.08831908831908833
11703,0.8,Very Good,E,SI1,62.9,60.0,0.22792022792022795
11704,0.9,Good,G,SI1,65.0,57.0,0.25641025641025644
11705,1.21,Ideal,F,VVS1,61.1,57.0,0.34472934472934474
11706,0.41,Premium,G,VS1,62.6,58.0,0.1168091168091168
11707,1.0,Premium,H,VVS2,61.4,59.0,0.2849002849002849
11708,1.0,Ideal,D,SI1,62.8,55.0,0.2849002849002849
11709,0.56,Premium,D,SI1,60.8,60.0,0.15954415954415957
11710,0.7,Ideal,D,SI1,60.7,56.0,0.19943019943019943
11711,0.32,Ideal,G,VS2,62.0,57.0,0.09116809116809117
11712,0.3,Ideal,D,VVS2,59.4,60.0,0.08547008547008547
11713,0.41,Very Good,E,SI2,62.9,58.0,0.1168091168091168
11714,0.7,Premium,I,VS2,61.0,59.0,0.19943019943019943
11715,0.36,Premium,G,SI2,62.4,58.0,0.10256410256410256
11716,0.52,Ideal,E,VS2,60.9,57.0,0.14814814814814817
11717,0.48,Very Good,E,VS1,62.2,62.0,0.13675213675213677
11718,0.61,Ideal,I,VVS1,62.5,54.0,0.1737891737891738
11719,0.53,Ideal,H,VS1,60.8,57.0,0.15099715099715103
11720,0.93,Ideal,H,VS1,61.8,57.0,0.26495726495726496
11721,0.39,Ideal,F,SI1,61.3,56.0,0.11111111111111112
11722,0.4,Very Good,E,SI1,62.9,58.0,0.11396011396011398
11723,1.21,Ideal,H,VS2,62.9,55.0,0.34472934472934474
11724,0.54,Ideal,I,SI2,61.8,54.0,0.15384615384615385
11725,0.77,Very Good,G,VS1,61.1,54.0,0.21937321937321938
11726,0.72,Ideal,F,VS1,61.3,56.0,0.20512820512820512
11727,0.7,Good,J,VVS2,64.3,56.0,0.19943019943019943
11728,1.51,Very Good,G,VS1,59.5,59.0,0.43019943019943024
11729,1.2,Ideal,F,VS2,62.3,55.0,0.3418803418803419
11730,0.7,Premium,G,SI2,59.0,60.0,0.19943019943019943
11731,1.51,Premium,G,VS2,62.7,58.0,0.43019943019943024
11732,0.41,Ideal,E,VVS2,61.9,56.0,0.1168091168091168
11733,0.31,Ideal,I,IF,62.0,54.0,0.08831908831908833
11734,0.23,Very Good,E,VVS1,59.9,55.0,0.06552706552706554
11735,0.32,Premium,D,SI1,60.9,60.0,0.09116809116809117
11736,1.2,Very Good,G,SI2,61.2,59.0,0.3418803418803419
11737,0.3,Very Good,H,VS1,63.4,53.0,0.08547008547008547
11738,1.01,Very Good,F,SI2,60.0,59.0,0.28774928774928776
11739,0.56,Ideal,H,SI1,61.9,58.0,0.15954415954415957
11740,0.34,Premium,F,VVS2,59.6,60.0,0.09686609686609687
11741,0.9,Good,G,VS1,63.7,56.0,0.25641025641025644
11742,1.23,Ideal,F,SI2,62.8,57.0,0.35042735042735046
11743,0.38,Very Good,D,VS2,60.9,58.0,0.10826210826210828
11744,0.23,Ideal,G,VS1,61.6,55.0,0.06552706552706554
11745,0.3,Premium,E,VS2,62.5,58.0,0.08547008547008547
11746,1.24,Premium,F,VS2,62.2,58.0,0.3532763532763533
11747,0.55,Ideal,H,SI2,62.2,54.0,0.1566951566951567
11748,0.41,Ideal,D,SI1,62.3,55.0,0.1168091168091168
11749,0.7,Premium,G,VS1,61.0,59.0,0.19943019943019943
11750,1.69,Ideal,I,VS2,61.7,56.0,0.4814814814814815
11751,1.07,Ideal,H,SI1,60.9,57.0,0.30484330484330485
11752,0.53,Ideal,E,SI2,60.9,57.0,0.15099715099715103
11753,0.46,Ideal,G,SI1,61.5,55.0,0.13105413105413108
11754,0.35,Premium,E,VS2,60.4,60.0,0.09971509971509972
11755,2.02,Very Good,G,SI2,63.3,59.0,0.5754985754985755
11756,1.51,Premium,I,VS1,61.1,61.0,0.43019943019943024
11757,0.35,Ideal,D,VS2,62.0,55.0,0.09971509971509972
11758,0.3,Premium,H,VS1,62.5,58.0,0.08547008547008547
11759,0.99,Ideal,F,SI1,62.1,58.0,0.28205128205128205
11760,1.1,Premium,H,SI1,60.7,59.0,0.3133903133903134
11761,0.53,Premium,G,VS2,62.5,56.0,0.15099715099715103
11762,0.7,Ideal,J,VS2,62.4,55.0,0.19943019943019943
11763,1.6,Good,E,SI1,63.6,58.0,0.4558404558404559
11764,0.56,Premium,E,SI1,61.5,60.0,0.15954415954415957
11765,0.7,Good,I,SI1,58.2,61.0,0.19943019943019943
11766,0.9,Premium,F,SI2,60.3,55.0,0.25641025641025644
11767,2.54,Ideal,G,SI2,62.7,56.0,0.7236467236467237
11768,0.52,Premium,G,VVS2,61.1,59.0,0.14814814814814817
11769,1.06,Ideal,F,SI2,61.8,56.0,0.30199430199430205
11770,1.0,Premium,G,VS2,62.9,56.0,0.2849002849002849
11771,0.34,Very Good,E,SI2,63.1,56.0,0.09686609686609687
11772,0.9,Ideal,J,SI1,62.6,54.0,0.25641025641025644
11773,0.3,Premium,E,SI1,62.1,60.0,0.08547008547008547
11774,2.03,Fair,H,I1,64.4,59.0,0.5783475783475783
11775,0.41,Ideal,J,VS1,62.0,53.6,0.1168091168091168
11776,0.92,Premium,E,SI1,62.2,58.0,0.26210826210826216
11777,0.72,Ideal,F,SI2,61.7,55.0,0.20512820512820512
11778,0.27,Very Good,D,VVS2,59.9,59.0,0.07692307692307693
11779,1.05,Ideal,G,VS2,61.6,56.0,0.2991452991452992
11780,1.53,Premium,E,SI1,61.3,59.0,0.43589743589743596
11781,0.55,Ideal,G,VS2,62.4,56.0,0.1566951566951567
11782,0.27,Ideal,E,VVS2,62.1,57.0,0.07692307692307693
11783,1.07,Very Good,G,SI2,63.5,59.0,0.30484330484330485
11784,0.3,Very Good,H,VVS1,62.6,60.0,0.08547008547008547
11785,1.2,Ideal,G,VS1,62.0,57.0,0.3418803418803419
11786,0.71,Ideal,H,VS1,62.1,55.0,0.2022792022792023
11787,1.5,Premium,E,VS1,60.3,60.0,0.4273504273504274
11788,0.9,Premium,D,SI2,62.7,59.0,0.25641025641025644
11789,1.52,Premium,H,VS2,60.6,61.0,0.4330484330484331
11790,0.51,Premium,F,VS1,62.2,58.0,0.1452991452991453
11791,1.13,Ideal,G,VS2,62.7,56.0,0.32193732193732194
11792,0.33,Ideal,I,SI1,61.5,57.0,0.09401709401709403
11793,0.34,Very Good,E,SI1,62.9,55.0,0.09686609686609687
11794,1.01,Very Good,G,VS1,60.7,63.0,0.28774928774928776
11795,1.71,Very Good,F,VS1,61.9,61.0,0.4871794871794872
11796,0.71,Ideal,E,VS1,61.1,57.0,0.2022792022792023
11797,0.72,Premium,E,VS1,61.5,60.0,0.20512820512820512
11798,0.4,Good,F,VS2,63.4,54.4,0.11396011396011398
11799,1.01,Premium,G,VS2,62.4,58.0,0.28774928774928776
11800,0.72,Very Good,E,VS2,58.3,57.0,0.20512820512820512
11801,1.33,Good,J,VS2,57.4,62.0,0.378917378917379
11802,2.03,Ideal,H,SI2,61.6,55.0,0.5783475783475783
11803,0.3,Premium,H,VS2,61.1,61.0,0.08547008547008547
11804,0.73,Ideal,G,VVS2,62.2,55.0,0.20797720797720798
11805,0.33,Premium,G,VVS2,61.7,59.0,0.09401709401709403
11806,0.31,Very Good,G,VS1,63.2,56.0,0.08831908831908833
11807,1.08,Good,F,SI2,58.0,61.0,0.3076923076923077
11808,0.31,Very Good,G,VS1,62.8,58.0,0.08831908831908833
11809,0.41,Ideal,D,VS1,61.9,56.0,0.1168091168091168
11810,1.3,Ideal,G,SI2,61.9,57.0,0.3703703703703704
11811,1.25,Ideal,G,VS2,61.5,58.0,0.3561253561253562
11812,1.0,Premium,E,VVS2,62.7,60.0,0.2849002849002849
11813,0.8,Very Good,G,SI2,63.0,55.0,0.22792022792022795
11814,0.71,Very Good,D,SI1,63.1,56.0,0.2022792022792023
11815,0.3,Premium,D,VS1,59.7,58.0,0.08547008547008547
11816,0.9,Very Good,D,SI2,58.1,60.0,0.25641025641025644
11817,0.36,Premium,D,SI1,59.6,58.0,0.10256410256410256
11818,0.3,Ideal,D,VVS1,61.9,57.0,0.08547008547008547
11819,1.59,Ideal,E,SI2,62.3,55.0,0.45299145299145305
11820,1.02,Premium,G,IF,61.8,59.0,0.2905982905982906
11821,0.34,Good,E,SI1,63.2,55.0,0.09686609686609687
11822,0.52,Ideal,F,VS2,60.0,62.0,0.14814814814814817
11823,0.53,Ideal,J,SI1,61.6,55.0,0.15099715099715103
11824,1.24,Good,G,VS1,60.2,63.0,0.3532763532763533
11825,1.2,Ideal,D,SI1,61.1,56.0,0.3418803418803419
11826,0.32,Ideal,G,VS1,61.2,56.0,0.09116809116809117
11827,0.31,Ideal,F,VVS1,61.2,57.0,0.08831908831908833
11828,0.81,Good,I,VS2,63.8,58.0,0.2307692307692308
11829,1.18,Premium,I,SI1,61.8,58.0,0.33618233618233617
11830,0.74,Ideal,H,VS2,62.5,54.0,0.21082621082621084
11831,0.56,Premium,E,VS2,61.1,59.0,0.15954415954415957
11832,1.01,Premium,H,VS2,61.5,59.0,0.28774928774928776
11833,1.02,Ideal,E,SI1,61.1,56.0,0.2905982905982906
11834,0.9,Ideal,G,SI1,62.2,56.0,0.25641025641025644
11835,0.7,Very Good,I,VS1,61.9,58.0,0.19943019943019943
11836,0.3,Ideal,E,VS2,61.4,56.0,0.08547008547008547
11837,1.27,Very Good,H,VS1,60.7,54.0,0.36182336182336183
11838,0.7,Good,F,VVS2,62.5,58.0,0.19943019943019943
11839,0.3,Ideal,D,VVS2,61.9,55.0,0.08547008547008547
11840,0.73,Premium,G,SI1,62.0,58.0,0.20797720797720798
11841,0.77,Premium,D,VS1,62.1,57.0,0.21937321937321938
11842,0.41,Premium,E,VS2,62.1,58.0,0.1168091168091168
11843,1.01,Premium,G,VS1,62.7,56.0,0.28774928774928776
11844,1.1,Good,I,VS1,63.7,60.0,0.3133903133903134
11845,0.6,Very Good,E,VS2,62.9,59.0,0.17094017094017094
11846,0.72,Premium,G,VVS2,60.7,60.0,0.20512820512820512
11847,0.68,Very Good,G,VS1,60.7,58.0,0.19373219373219375
11848,1.34,Very Good,J,VS1,63.0,57.0,0.38176638176638183
11849,1.18,Premium,J,VS2,62.8,59.0,0.33618233618233617
11850,1.22,Ideal,I,SI1,60.2,57.0,0.3475783475783476
11851,0.37,Ideal,H,VVS1,61.4,55.0,0.10541310541310542
11852,0.43,Premium,F,SI1,62.4,56.0,0.1225071225071225
11853,1.09,Ideal,F,SI2,61.6,55.0,0.31054131054131057
11854,1.15,Very Good,H,VVS2,58.8,58.0,0.32763532763532766
11855,1.28,Good,H,SI2,56.8,62.0,0.3646723646723647
11856,0.4,Ideal,G,SI2,62.1,55.0,0.11396011396011398
11857,0.71,Fair,F,SI1,57.0,68.0,0.2022792022792023
11858,1.11,Ideal,F,VS2,62.2,54.0,0.3162393162393163
11859,0.43,Ideal,F,VVS2,61.9,56.0,0.1225071225071225
11860,0.42,Ideal,H,VVS1,61.4,55.0,0.11965811965811966
11861,0.7,Ideal,F,SI1,62.8,56.0,0.19943019943019943
11862,0.3,Ideal,I,VVS1,62.1,56.0,0.08547008547008547
11863,1.12,Very Good,G,SI2,63.3,58.0,0.31908831908831914
11864,0.74,Very Good,E,SI1,61.0,58.0,0.21082621082621084
11865,0.32,Very Good,G,VS2,62.6,58.0,0.09116809116809117
11866,0.32,Very Good,F,VVS1,61.5,57.0,0.09116809116809117
11867,0.3,Ideal,I,VVS1,62.1,56.0,0.08547008547008547
11868,2.02,Ideal,H,SI2,62.1,56.0,0.5754985754985755
11869,1.03,Very Good,F,IF,62.8,57.0,0.2934472934472935
11870,1.2,Premium,G,SI2,61.8,60.0,0.3418803418803419
11871,0.9,Very Good,E,VS2,62.8,57.0,0.25641025641025644
11872,0.32,Premium,G,SI1,59.6,60.0,0.09116809116809117
11873,0.41,Very Good,E,VS1,60.4,59.0,0.1168091168091168
11874,1.22,Ideal,E,VVS2,61.6,56.0,0.3475783475783476
11875,1.71,Ideal,I,VVS2,61.9,57.0,0.4871794871794872
11876,0.93,Premium,H,SI2,63.0,59.0,0.26495726495726496
11877,0.49,Ideal,E,VS2,61.3,55.0,0.1396011396011396
11878,0.3,Ideal,G,VVS1,61.9,54.0,0.08547008547008547
11879,0.81,Premium,I,VVS2,62.9,59.0,0.2307692307692308
11880,0.32,Ideal,I,VVS1,62.2,53.0,0.09116809116809117
11881,1.01,Very Good,I,SI1,60.1,59.0,0.28774928774928776
11882,1.01,Very Good,G,VS1,62.2,53.0,0.28774928774928776
11883,0.52,Premium,E,SI1,61.6,58.0,0.14814814814814817
11884,0.74,Premium,G,SI2,62.7,60.0,0.21082621082621084
11885,0.72,Premium,F,VS2,62.7,59.0,0.20512820512820512
11886,0.9,Good,E,VS2,64.0,58.0,0.25641025641025644
11887,0.3,Ideal,G,VVS2,61.8,57.0,0.08547008547008547
11888,0.31,Premium,D,VVS1,62.1,59.0,0.08831908831908833
11889,0.34,Premium,G,VS2,62.4,59.0,0.09686609686609687
11890,1.25,Premium,I,VS1,59.4,60.0,0.3561253561253562
11891,0.5,Good,G,VVS2,64.1,56.0,0.14245014245014245
11892,0.32,Very Good,G,VS2,58.4,57.0,0.09116809116809117
11893,0.75,Ideal,E,VS1,62.0,55.0,0.2136752136752137
11894,0.72,Ideal,E,SI1,62.9,54.0,0.20512820512820512
11895,1.03,Ideal,D,SI1,62.2,56.0,0.2934472934472935
11896,0.34,Premium,D,VS2,60.4,60.0,0.09686609686609687
11897,1.06,Good,F,VS1,58.5,57.0,0.30199430199430205
11898,1.51,Premium,G,SI2,60.0,60.0,0.43019943019943024
11899,1.01,Very Good,E,SI2,59.5,59.0,0.28774928774928776
11900,0.56,Premium,E,VS1,62.6,58.0,0.15954415954415957
11901,0.31,Ideal,E,VS1,61.7,56.0,0.08831908831908833
11902,0.51,Ideal,G,VVS2,61.9,55.0,0.1452991452991453
11903,1.06,Very Good,G,VS1,63.0,56.0,0.30199430199430205
11904,0.9,Ideal,H,VS1,62.0,56.0,0.25641025641025644
11905,1.13,Ideal,H,VS2,62.0,57.0,0.32193732193732194
11906,0.34,Ideal,D,VS2,62.3,55.0,0.09686609686609687
11907,0.9,Good,H,SI1,63.8,57.0,0.25641025641025644
11908,0.34,Very Good,G,SI2,62.8,59.0,0.09686609686609687
11909,0.32,Very Good,J,SI1,62.3,57.0,0.09116809116809117
11910,0.52,Ideal,D,VVS2,59.9,57.0,0.14814814814814817
11911,0.9,Premium,F,SI1,62.6,62.0,0.25641025641025644
11912,0.31,Very Good,G,VS2,60.7,61.0,0.08831908831908833
11913,0.38,Ideal,F,VS1,61.4,57.0,0.10826210826210828
11914,1.51,Very Good,J,VS2,62.8,59.0,0.43019943019943024
11915,0.72,Very Good,G,VS1,63.5,55.0,0.20512820512820512
11916,0.9,Fair,I,SI2,65.3,57.0,0.25641025641025644
11917,2.09,Very Good,I,SI2,63.0,57.0,0.5954415954415955
11918,1.05,Premium,H,SI1,60.2,62.0,0.2991452991452992
11919,1.24,Premium,F,SI1,62.6,59.0,0.3532763532763533
11920,0.35,Premium,E,VVS1,60.7,59.0,0.09971509971509972
11921,1.29,Premium,I,SI2,61.1,62.0,0.36752136752136755
11922,1.0,Premium,F,VS2,62.8,59.0,0.2849002849002849
11923,0.35,Ideal,G,IF,61.2,57.0,0.09971509971509972
11924,1.25,Ideal,J,VS1,61.2,56.0,0.3561253561253562
11925,1.01,Very Good,I,VS2,60.9,59.0,0.28774928774928776
11926,1.51,Good,F,VVS2,63.7,58.0,0.43019943019943024
11927,0.93,Ideal,G,SI1,62.2,58.0,0.26495726495726496
11928,0.47,Good,E,SI1,60.2,64.0,0.1339031339031339
11929,1.05,Ideal,H,IF,61.2,55.0,0.2991452991452992
11930,0.3,Very Good,F,SI2,62.3,58.0,0.08547008547008547
11931,0.43,Premium,G,VS1,61.8,59.0,0.1225071225071225
11932,1.5,Premium,I,SI2,62.2,61.0,0.4273504273504274
11933,0.9,Very Good,D,VS2,63.0,62.0,0.25641025641025644
11934,0.34,Very Good,D,SI1,59.6,59.0,0.09686609686609687
11935,0.7,Premium,F,SI1,62.2,59.0,0.19943019943019943
11936,0.5,Ideal,G,VVS2,61.4,56.0,0.14245014245014245
11937,1.53,Premium,G,I1,62.8,58.0,0.43589743589743596
11938,0.3,Ideal,F,VVS1,61.4,56.0,0.08547008547008547
11939,0.4,Very Good,D,VS2,63.6,55.0,0.11396011396011398
11940,0.38,Ideal,I,VS1,61.9,54.1,0.10826210826210828
11941,0.7,Ideal,D,VS2,61.3,57.0,0.19943019943019943
11942,0.75,Ideal,G,VVS2,61.3,55.0,0.2136752136752137
11943,0.32,Ideal,F,VS1,61.9,56.0,0.09116809116809117
11944,0.31,Premium,G,VS2,61.5,60.0,0.08831908831908833
11945,0.7,Ideal,E,VS2,61.9,58.0,0.19943019943019943
11946,1.09,Ideal,G,VS2,62.3,57.0,0.31054131054131057
11947,0.9,Very Good,J,VS2,63.3,56.0,0.25641025641025644
11948,0.4,Ideal,E,VVS2,62.6,54.0,0.11396011396011398
11949,0.3,Ideal,G,VS1,61.8,55.0,0.08547008547008547
11950,1.51,Very Good,I,SI1,59.3,59.0,0.43019943019943024
11951,0.67,Good,I,VVS2,58.9,51.0,0.19088319088319092
11952,0.72,Ideal,G,SI1,60.7,56.0,0.20512820512820512
11953,0.92,Premium,G,VS2,61.6,62.0,0.26210826210826216
11954,1.59,Premium,J,SI1,62.5,60.0,0.45299145299145305
11955,0.7,Good,F,SI2,63.3,58.0,0.19943019943019943
11956,0.31,Ideal,D,VS1,61.1,55.0,0.08831908831908833
11957,1.37,Very Good,G,SI2,62.8,57.0,0.39031339031339035
11958,0.4,Ideal,D,SI1,59.6,57.0,0.11396011396011398
11959,0.3,Ideal,G,VS1,61.5,57.0,0.08547008547008547
11960,0.32,Very Good,I,VS2,62.9,57.0,0.09116809116809117
11961,1.98,Ideal,I,SI1,62.6,55.0,0.5641025641025641
11962,1.03,Very Good,F,SI2,61.4,57.0,0.2934472934472935
11963,0.73,Ideal,G,VS1,60.8,58.0,0.20797720797720798
11964,0.71,Ideal,D,SI1,61.4,56.0,0.2022792022792023
11965,0.41,Premium,D,SI1,61.0,59.0,0.1168091168091168
11966,1.51,Ideal,G,SI1,62.4,56.0,0.43019943019943024
11967,0.33,Premium,H,IF,61.8,60.0,0.09401709401709403
11968,1.02,Ideal,G,SI2,61.4,54.0,0.2905982905982906
11969,1.0,Premium,E,SI2,62.0,59.0,0.2849002849002849
11970,0.79,Ideal,E,SI1,62.1,54.0,0.2250712250712251
11971,0.33,Very Good,H,SI1,63.0,56.0,0.09401709401709403
11972,0.31,Ideal,G,VVS1,61.0,56.0,0.08831908831908833
11973,0.6,Ideal,G,IF,62.0,55.0,0.17094017094017094
11974,0.84,Good,G,VS2,63.6,59.0,0.23931623931623933
11975,0.38,Ideal,E,VS1,62.2,54.0,0.10826210826210828
11976,0.72,Very Good,H,VS1,62.8,56.0,0.20512820512820512
11977,1.51,Very Good,F,SI2,63.4,57.0,0.43019943019943024
11978,0.9,Good,H,VS2,64.0,58.0,0.25641025641025644
11979,1.25,Premium,J,VS1,62.2,58.0,0.3561253561253562
11980,1.03,Ideal,G,SI1,61.1,57.0,0.2934472934472935
11981,0.73,Ideal,E,SI1,61.5,56.0,0.20797720797720798
11982,1.51,Ideal,H,SI2,61.7,57.0,0.43019943019943024
11983,1.07,Premium,G,VS2,62.2,58.0,0.30484330484330485
11984,0.74,Ideal,I,SI1,62.0,53.0,0.21082621082621084
11985,0.51,Ideal,H,VS2,61.6,55.0,0.1452991452991453
11986,0.3,Premium,G,VVS2,62.6,58.0,0.08547008547008547
11987,0.6,Ideal,E,SI1,61.3,56.0,0.17094017094017094
11988,0.41,Premium,E,VS1,60.7,58.0,0.1168091168091168
11989,0.73,Ideal,H,VS2,62.5,58.0,0.20797720797720798
11990,0.41,Premium,E,SI1,59.3,61.0,0.1168091168091168
11991,0.43,Good,E,SI1,60.6,61.0,0.1225071225071225
11992,0.34,Premium,E,SI2,59.9,59.0,0.09686609686609687
11993,0.3,Premium,G,SI2,62.5,59.0,0.08547008547008547
11994,1.07,Very Good,F,VS1,62.0,58.0,0.30484330484330485
11995,0.43,Premium,G,VS2,61.1,58.0,0.1225071225071225
11996,0.31,Ideal,F,VS2,61.1,56.0,0.08831908831908833
11997,1.71,Ideal,F,SI2,62.1,54.0,0.4871794871794872
11998,1.54,Premium,I,VS1,61.6,58.0,0.43874643874643876
11999,0.91,Premium,E,I1,59.6,59.0,0.2592592592592593
12000,1.08,Very Good,J,SI2,62.5,60.0,0.3076923076923077
12001,0.73,Ideal,I,VS1,61.0,56.0,0.20797720797720798
12002,1.01,Good,H,SI2,64.1,56.0,0.28774928774928776
12003,0.51,Very Good,E,VS1,61.6,59.0,0.1452991452991453
12004,0.36,Good,E,IF,57.7,54.0,0.10256410256410256
12005,0.9,Very Good,I,VS2,62.1,61.0,0.25641025641025644
12006,0.35,Very Good,E,VS2,58.9,59.0,0.09971509971509972
12007,2.1,Very Good,I,VS2,59.4,60.0,0.5982905982905984
12008,1.22,Premium,D,SI2,61.8,58.0,0.3475783475783476
12009,0.3,Premium,H,VS1,61.3,58.0,0.08547008547008547
12010,1.56,Ideal,G,VS2,61.3,56.0,0.4444444444444445
12011,0.71,Ideal,G,VS1,62.3,54.0,0.2022792022792023
12012,0.9,Premium,I,VS1,60.7,58.0,0.25641025641025644
12013,0.7,Ideal,I,VS1,61.9,56.0,0.19943019943019943
12014,0.23,Very Good,E,VVS2,62.7,59.0,0.06552706552706554
12015,0.81,Ideal,I,VS2,62.4,54.8,0.2307692307692308
12016,0.88,Ideal,I,SI1,61.7,56.0,0.25071225071225073
12017,0.9,Very Good,D,SI2,58.8,59.0,0.25641025641025644
12018,1.02,Good,G,VS1,64.3,57.0,0.2905982905982906
12019,0.27,Ideal,D,VS2,60.2,57.0,0.07692307692307693
12020,0.71,Good,D,VS1,64.2,58.0,0.2022792022792023
12021,0.34,Ideal,E,VS1,62.4,55.0,0.09686609686609687
12022,0.8,Premium,H,VS2,61.2,53.0,0.22792022792022795
12023,0.59,Premium,E,VS2,59.1,61.0,0.16809116809116809
12024,0.3,Premium,F,VS1,60.5,60.0,0.08547008547008547
12025,0.31,Ideal,I,IF,60.9,57.0,0.08831908831908833
12026,1.09,Premium,H,SI1,59.8,60.0,0.31054131054131057
12027,0.5,Very Good,E,VS1,59.0,60.0,0.14245014245014245
12028,0.71,Very Good,G,VS1,60.8,63.0,0.2022792022792023
12029,0.7,Ideal,H,SI1,62.5,56.0,0.19943019943019943
12030,1.28,Ideal,H,VS2,62.3,56.0,0.3646723646723647
12031,1.01,Fair,G,VS2,59.1,56.0,0.28774928774928776
12032,0.7,Premium,H,SI2,61.1,58.0,0.19943019943019943
12033,0.9,Premium,D,SI2,58.8,59.0,0.25641025641025644
12034,1.5,Premium,F,SI1,62.9,59.0,0.4273504273504274
12035,1.08,Premium,G,SI1,59.4,60.0,0.3076923076923077
12036,0.31,Very Good,F,VVS1,62.4,57.0,0.08831908831908833
12037,0.32,Ideal,F,VS1,61.9,56.0,0.09116809116809117
12038,1.51,Ideal,H,SI2,62.3,58.0,0.43019943019943024
12039,1.01,Good,E,SI1,64.1,62.0,0.28774928774928776
12040,0.51,Very Good,E,SI2,60.7,56.0,0.1452991452991453
12041,1.56,Premium,J,VS2,61.7,58.0,0.4444444444444445
12042,0.32,Ideal,E,VS2,62.1,55.0,0.09116809116809117
12043,1.07,Fair,F,SI1,60.6,66.0,0.30484330484330485
12044,1.62,Very Good,H,VS2,59.6,59.0,0.4615384615384616
12045,0.7,Ideal,D,SI2,62.0,57.0,0.19943019943019943
12046,1.23,Ideal,E,SI2,61.2,55.0,0.35042735042735046
