,carat,cut,color,clarity,depth,table,price,volume
32749,0.72,Ideal,E,VVS1,61.6,56.0,4702,0.20512820512820512
32750,0.3,Ideal,E,VVS2,62.0,55.0,743,0.08547008547008547
32751,0.72,Ideal,F,VS1,60.5,56.0,3759,0.20512820512820512
32752,0.52,Ideal,D,VS2,61.6,55.0,1822,0.14814814814814814
32753,1.2,Very Good,D,SI2,63.1,57.0,5373,0.3418803418803419
32754,1.15,Ideal,H,VS2,62.6,57.0,5989,0.3276353276353277
32755,0.71,Very Good,F,SI1,60.7,57.0,2088,0.2022792022792023
32756,0.41,Premium,F,VS1,59.9,58.0,1007,0.1168091168091168
32757,0.25,Very Good,I,VVS2,62.1,56.0,500,0.07122507122507123
32758,1.22,Very Good,G,VS2,62.3,58.0,8340,0.3475783475783476
32759,1.11,Very Good,G,VS2,62.3,58.0,6311,0.3162393162393163
32760,1.5,Ideal,E,SI1,62.4,56.0,9744,0.4273504273504274
32761,0.7,Premium,F,VS1,61.7,60.0,2669,0.19943019943019946
32762,0.7,Very Good,F,SI1,63.5,56.0,2401,0.19943019943019946
32763,0.7,Very Good,I,VS1,62.2,57.0,2332,0.19943019943019946
32764,0.42,Ideal,I,VS2,62.1,56.0,1081,0.11965811965811965
32765,0.42,Ideal,D,VS1,62.1,56.0,1235,0.11965811965811965
32766,0.41,Ideal,F,VS1,62.0,55.0,1076,0.1168091168091168
32767,1.23,Premium,F,VS2,60.8,59.0,8959,0.3504273504273505
32768,1.28,Ideal,G,VVS1,62.1,56.0,11147,0.3646723646723647
32769,1.0,Premium,F,SI1,62.3,59.0,5197,0.2849002849002849
32770,0.36,Ideal,E,VS2,62.6,56.0,789,0.10256410256410256
32771,1.0,Premium,D,SI1,62.5,59.0,5775,0.2849002849002849
32772,0.33,Very Good,F,VS2,61.2,58.0,666,0.09401709401709404
32773,0.84,Very Good,F,SI2,62.8,57.0,2656,0.2393162393162393
32774,0.93,Ideal,G,SI1,60.9,57.0,3521,0.26495726495726496
32775,0.72,Very Good,G,SI1,63.3,53.0,2318,0.20512820512820512
32776,0.41,Very Good,H,SI1,58.1,61.0,778,0.1168091168091168
32777,1.14,Very Good,F,VS2,59.0,60.0,8131,0.3247863247863248
32778,0.75,Very Good,F,SI1,63.1,58.0,2347,0.2136752136752137
32779,0.72,Ideal,F,SI1,62.0,55.0,2737,0.20512820512820512
32780,0.38,Very Good,E,SI1,62.8,58.0,701,0.10826210826210828
32781,0.78,Fair,H,VS2,54.7,67.0,2691,0.22222222222222224
32782,1.12,Premium,F,SI2,62.4,59.0,3723,0.31908831908831914
32783,1.01,Premium,F,VS2,61.7,58.0,6416,0.28774928774928776
32784,0.34,Ideal,E,VS2,62.1,54.1,758,0.09686609686609687
32785,0.42,Very Good,H,SI1,62.1,59.0,700,0.11965811965811965
32786,0.3,Ideal,F,VVS2,61.8,57.0,694,0.08547008547008547
32787,1.51,Ideal,J,VS1,61.6,58.0,8067,0.43019943019943024
32788,0.73,Premium,E,VS2,62.5,61.0,2862,0.207977207977208
32789,1.51,Premium,F,SI1,63.0,61.0,11666,0.43019943019943024
32790,0.34,Premium,I,VVS1,62.6,58.0,803,0.09686609686609687
32791,0.71,Very Good,G,VS2,63.5,59.0,2137,0.2022792022792023
32792,1.02,Very Good,H,VS2,63.3,55.0,4604,0.2905982905982906
32793,2.02,Ideal,J,SI1,62.7,54.2,12884,0.5754985754985755
32794,0.94,Ideal,E,SI2,61.6,57.0,4972,0.2678062678062678
32795,0.42,Very Good,G,VVS2,58.5,63.0,1181,0.11965811965811965
32796,0.41,Ideal,D,SI2,62.3,57.0,876,0.1168091168091168
32797,1.14,Ideal,G,VS2,60.5,60.0,7099,0.3247863247863248
32798,0.51,Premium,D,SI1,62.0,59.0,1602,0.1452991452991453
32799,1.01,Very Good,E,SI1,63.4,60.0,5226,0.28774928774928776
32800,0.6,Very Good,F,SI1,60.6,57.0,1661,0.17094017094017094
32801,1.07,Ideal,G,VS2,62.3,57.0,6558,0.30484330484330485
32802,1.17,Ideal,J,VS1,62.5,57.0,5242,0.3333333333333333
32803,2.2,Ideal,J,SI1,61.5,57.0,14593,0.6267806267806268
32804,0.7,Very Good,E,VS1,63.4,60.0,3068,0.19943019943019946
32805,0.32,Very Good,I,VS2,63.4,55.0,576,0.09116809116809116
32806,0.6,Ideal,D,VVS1,61.6,56.0,3570,0.17094017094017094
32807,1.13,Ideal,G,VS1,61.5,56.0,8051,0.32193732193732194
32808,1.0,Ideal,J,VS2,61.9,54.0,4278,0.2849002849002849
32809,1.1,Premium,F,SI1,59.5,59.0,5717,0.3133903133903134
32810,2.01,Very Good,H,SI2,62.7,60.0,14768,0.5726495726495726
32811,1.01,Very Good,G,VS1,60.7,63.0,6239,0.28774928774928776
32812,0.72,Ideal,H,VVS1,61.8,55.0,3180,0.20512820512820512
32813,1.55,Premium,I,VS2,61.3,58.0,7656,0.4415954415954416
32814,0.55,Very Good,E,SI1,58.5,65.0,1587,0.1566951566951567
32815,1.07,Very Good,E,SI2,61.7,58.0,5304,0.30484330484330485
32816,0.81,Ideal,J,VS1,62.3,57.0,2626,0.2307692307692308
32817,0.43,Ideal,H,VS2,62.3,54.0,778,0.1225071225071225
32818,0.35,Premium,E,SI1,60.7,59.0,788,0.09971509971509973
32819,1.04,Very Good,G,VS2,63.4,55.0,6232,0.29629629629629634
32820,0.7,Good,F,VS2,62.9,61.0,2591,0.19943019943019946
32821,0.3,Ideal,D,VVS1,61.3,57.0,1069,0.08547008547008547
32822,0.76,Ideal,F,SI2,61.6,57.0,2253,0.21652421652421652
32823,0.32,Ideal,D,SI2,62.1,55.0,449,0.09116809116809116
32824,0.71,Ideal,F,VS1,61.5,57.0,3404,0.2022792022792023
32825,0.7,Premium,H,VS1,61.9,56.0,2367,0.19943019943019946
32826,1.2,Premium,F,SI1,62.9,58.0,6435,0.3418803418803419
32827,0.55,Premium,E,SI1,61.2,59.0,1668,0.1566951566951567
32828,0.8,Very Good,D,SI2,62.5,59.0,2862,0.22792022792022795
32829,0.92,Premium,H,SI1,62.0,60.0,3618,0.26210826210826216
32830,0.3,Very Good,H,VS1,62.3,56.0,541,0.08547008547008547
32831,1.5,Premium,F,VS2,61.5,58.0,14071,0.4273504273504274
32832,0.31,Good,I,VS1,63.8,56.0,489,0.08831908831908833
32833,1.5,Good,I,SI1,63.8,56.0,6224,0.4273504273504274
32834,0.36,Premium,E,SI1,60.9,60.0,810,0.10256410256410256
32835,0.3,Ideal,D,SI1,62.0,53.0,524,0.08547008547008547
32836,0.92,Premium,G,SI2,59.4,60.0,3916,0.26210826210826216
32837,1.02,Premium,G,VS2,61.5,59.0,5250,0.2905982905982906
32838,0.71,Very Good,D,VVS2,62.3,60.0,3799,0.2022792022792023
32839,0.72,Good,G,VS1,58.0,57.8,2958,0.20512820512820512
32840,0.71,Ideal,F,VVS2,61.6,56.0,4497,0.2022792022792023
32841,0.32,Premium,G,IF,61.0,59.0,891,0.09116809116809116
32842,0.26,Ideal,E,VVS2,61.5,56.0,599,0.07407407407407407
32843,0.5,Very Good,E,SI2,61.5,58.0,1077,0.14245014245014245
32844,0.71,Ideal,G,SI1,61.4,56.0,3007,0.2022792022792023
32845,0.56,Premium,D,SI1,61.0,60.0,1605,0.15954415954415954
32846,1.2,Very Good,G,VVS2,60.7,60.0,9169,0.3418803418803419
32847,1.54,Good,I,VS1,63.6,60.0,10349,0.4387464387464388
32848,0.42,Premium,H,SI1,60.9,58.0,898,0.11965811965811965
32849,0.9,Good,F,SI1,63.2,61.0,3950,0.25641025641025644
32850,0.31,Good,I,VS1,63.2,56.0,489,0.08831908831908833
32851,1.22,Premium,H,SI2,60.7,59.0,5671,0.3475783475783476
32852,0.76,Very Good,G,VS2,61.1,57.0,3170,0.21652421652421652
32853,0.97,Ideal,H,SI2,61.6,55.0,3694,0.2763532763532764
32854,0.51,Ideal,E,VS2,61.8,56.0,1656,0.1452991452991453
32855,1.0,Ideal,F,SI2,61.8,57.0,4274,0.2849002849002849
32856,1.22,Premium,G,VS2,61.2,58.0,7729,0.3475783475783476
32857,0.5,Very Good,D,SI1,60.8,63.0,1436,0.14245014245014245
32858,1.7,Premium,J,VS2,62.8,59.0,9939,0.4843304843304844
32859,0.75,Ideal,E,VS2,61.7,56.0,3150,0.2136752136752137
32860,1.25,Very Good,I,VS2,62.7,58.0,5975,0.3561253561253562
32861,0.71,Very Good,I,VVS2,60.6,56.0,2586,0.2022792022792023
32862,0.46,Ideal,G,VVS1,61.6,55.0,1800,0.13105413105413108
32863,0.52,Ideal,E,VS2,59.5,57.0,1815,0.14814814814814814
32864,1.0,Good,F,VS2,63.7,59.0,6037,0.2849002849002849
32865,1.51,Premium,F,VS2,61.7,58.0,13945,0.43019943019943024
32866,2.03,Premium,I,SI2,63.0,56.0,13182,0.5783475783475783
32867,0.32,Premium,F,IF,59.3,58.0,1080,0.09116809116809116
32868,0.9,Ideal,E,VVS2,62.8,54.0,7286,0.25641025641025644
32869,0.54,Ideal,H,VVS1,61.7,57.0,1944,0.15384615384615385
32870,0.41,Ideal,E,SI2,61.2,56.0,760,0.1168091168091168
32871,1.5,Ideal,G,VS2,61.7,54.0,13135,0.4273504273504274
32872,0.76,Premium,F,SI1,60.9,59.0,2631,0.21652421652421652
32873,0.54,Premium,E,SI1,60.2,58.0,1361,0.15384615384615385
32874,1.12,Premium,H,SI2,62.4,58.0,4250,0.31908831908831914
32875,0.36,Premium,D,SI2,63.0,59.0,643,0.10256410256410256
32876,2.03,Very Good,G,SI2,62.7,55.0,17752,0.5783475783475783
32877,0.57,Ideal,D,VS2,62.5,57.0,1914,0.1623931623931624
32878,0.9,Very Good,G,SI2,62.1,58.0,3303,0.25641025641025644
32879,0.7,Very Good,F,SI1,61.7,61.0,2230,0.19943019943019946
32880,0.31,Ideal,D,SI1,60.8,56.0,571,0.08831908831908833
32881,0.25,Good,F,VS1,63.6,57.0,435,0.07122507122507123
32882,0.57,Premium,E,VS2,61.0,58.0,1851,0.1623931623931624
32883,0.31,Ideal,F,VVS1,61.8,56.0,959,0.08831908831908833
32884,0.55,Ideal,F,VS1,61.4,55.0,1805,0.1566951566951567
32885,0.33,Ideal,E,VS2,60.5,56.0,928,0.09401709401709404
32886,0.53,Ideal,D,SI1,62.0,57.0,1683,0.15099715099715105
32887,1.33,Premium,E,VS1,60.5,58.0,12342,0.3789173789173789
32888,1.52,Good,G,SI2,63.0,61.0,8280,0.4330484330484331
32889,0.3,Very Good,E,SI2,58.8,60.0,393,0.08547008547008547
32890,1.15,Premium,F,SI2,61.8,54.0,4186,0.3276353276353277
32891,0.4,Ideal,E,VS1,61.2,57.0,1053,0.11396011396011398
32892,0.32,Very Good,F,VVS2,63.2,52.0,683,0.09116809116809116
32893,0.25,Very Good,H,VVS2,63.3,54.0,467,0.07122507122507123
32894,0.5,Premium,G,VS1,59.4,60.0,1746,0.14245014245014245
32895,0.38,Very Good,D,VS1,59.5,61.0,921,0.10826210826210828
32896,0.5,Premium,E,VS1,60.1,58.0,1672,0.14245014245014245
32897,0.47,Ideal,D,VS1,60.5,57.0,2086,0.1339031339031339
32898,0.5,Very Good,G,VVS2,60.9,61.0,1838,0.14245014245014245
32899,0.5,Ideal,F,VS2,62.7,56.0,1691,0.14245014245014245
32900,0.38,Ideal,D,VS1,62.4,56.0,1095,0.10826210826210828
32901,0.86,Ideal,D,SI2,60.2,56.0,3284,0.24501424501424499
32902,1.01,Premium,G,VS2,61.8,59.0,5946,0.28774928774928776
32903,0.52,Ideal,H,SI1,61.0,56.0,1223,0.14814814814814814
32904,1.02,Premium,F,VS1,62.0,59.0,7485,0.2905982905982906
32905,1.37,Ideal,G,VVS1,62.6,55.0,12455,0.3903133903133904
32906,0.31,Very Good,E,SI1,63.1,57.0,698,0.08831908831908833
32907,0.27,Very Good,E,VVS1,61.1,55.0,667,0.07692307692307693
32908,0.4,Ideal,D,VS1,59.9,57.0,1123,0.11396011396011398
32909,0.51,Fair,E,VS2,65.5,51.0,1709,0.1452991452991453
32910,0.7,Ideal,E,VS2,61.9,56.0,3142,0.19943019943019946
32911,0.73,Very Good,I,VVS2,62.3,58.0,2565,0.207977207977208
32912,0.9,Very Good,G,VS2,61.3,59.0,4269,0.25641025641025644
32913,1.56,Ideal,H,VS2,60.7,57.0,12146,0.4444444444444445
32914,0.4,Very Good,D,VVS2,62.6,55.0,1168,0.11396011396011398
32915,0.81,Ideal,E,SI2,60.1,57.0,3013,0.2307692307692308
32916,2.05,Premium,I,SI1,61.2,57.0,15837,0.5840455840455839
32917,1.12,Ideal,G,SI2,62.1,57.0,4222,0.31908831908831914
32918,0.24,Very Good,H,VVS2,61.4,57.0,449,0.06837606837606837
32919,0.32,Ideal,H,VS1,61.1,56.0,720,0.09116809116809116
32920,0.42,Ideal,D,VS1,61.4,56.0,1350,0.11965811965811965
32921,1.51,Good,G,VS2,63.7,57.0,9741,0.43019943019943024
32922,1.01,Premium,G,SI1,60.0,58.0,4805,0.28774928774928776
32923,1.2,Very Good,F,VS2,62.4,58.0,7114,0.3418803418803419
32924,0.38,Very Good,E,SI2,62.5,61.0,590,0.10826210826210828
32925,0.93,Premium,F,VS2,61.7,58.0,4961,0.26495726495726496
32926,1.02,Premium,G,SI1,60.8,58.0,4718,0.2905982905982906
32927,0.31,Ideal,G,VVS1,61.9,54.0,789,0.08831908831908833
32928,0.59,Good,F,VS1,60.5,61.0,1861,0.16809116809116809
32929,0.4,Ideal,I,SI2,61.3,56.0,612,0.11396011396011398
32930,1.57,Premium,D,SI1,62.3,59.0,12417,0.4472934472934473
32931,1.5,Very Good,J,VS1,61.7,58.0,8039,0.4273504273504274
32932,0.31,Very Good,H,VS2,63.5,57.0,628,0.08831908831908833
32933,1.13,Premium,H,SI2,59.4,58.0,4430,0.32193732193732194
32934,0.51,Premium,G,VS2,62.9,58.0,1546,0.1452991452991453
32935,0.58,Very Good,F,SI2,63.0,56.0,1173,0.16524216524216526
32936,1.55,Ideal,J,SI1,62.4,57.0,8301,0.4415954415954416
32937,0.3,Premium,E,SI1,62.5,59.0,675,0.08547008547008547
32938,0.91,Premium,H,SI2,62.1,56.0,3498,0.2592592592592593
32939,1.36,Very Good,D,SI1,59.5,61.0,9874,0.3874643874643875
32940,0.32,Ideal,H,VVS1,62.7,55.0,692,0.09116809116809116
32941,1.01,Very Good,H,VS2,60.7,58.0,5638,0.28774928774928776
32942,0.9,Premium,I,SI1,61.8,58.0,3121,0.25641025641025644
32943,2.01,Premium,H,SI1,60.6,62.0,16733,0.5726495726495726
32944,1.16,Ideal,G,VS2,62.5,56.0,7451,0.3304843304843305
32945,1.73,Very Good,I,VS1,62.2,59.0,12559,0.4928774928774929
32946,0.91,Premium,E,SI1,62.4,57.0,4138,0.2592592592592593
32947,0.51,Ideal,E,SI1,61.3,55.0,1438,0.1452991452991453
32948,0.41,Ideal,E,VS2,61.8,56.0,999,0.1168091168091168
32949,1.34,Ideal,H,SI1,62.4,54.0,7659,0.3817663817663817
32950,0.5,Good,D,SI1,63.2,59.0,1395,0.14245014245014245
32951,0.4,Ideal,G,SI1,60.2,56.0,900,0.11396011396011398
32952,0.43,Premium,G,VVS1,60.3,58.0,1264,0.1225071225071225
32953,0.41,Very Good,I,SI2,63.5,57.0,692,0.1168091168091168
32954,1.01,Fair,H,SI1,64.5,59.0,3869,0.28774928774928776
32955,2.03,Fair,G,SI2,64.9,59.0,14687,0.5783475783475783
32956,0.41,Ideal,F,VVS2,62.3,56.0,1192,0.1168091168091168
32957,0.7,Premium,F,SI1,62.9,59.0,2423,0.19943019943019946
32958,0.34,Premium,H,VVS1,61.2,60.0,995,0.09686609686609687
32959,0.9,Very Good,H,VS1,63.6,55.0,4685,0.25641025641025644
32960,0.9,Very Good,F,SI1,63.0,60.0,4232,0.25641025641025644
32961,0.55,Premium,G,SI1,61.8,59.0,1321,0.1566951566951567
32962,0.9,Very Good,H,VS2,61.8,56.0,4155,0.25641025641025644
32963,0.71,Premium,E,SI1,61.7,61.0,2629,0.2022792022792023
32964,0.32,Good,E,SI1,63.4,55.0,561,0.09116809116809116
32965,0.72,Ideal,H,SI2,61.8,55.0,1814,0.20512820512820512
32966,0.4,Ideal,G,VVS1,60.8,54.0,1097,0.11396011396011398
32967,0.34,Ideal,D,SI2,61.4,56.0,481,0.09686609686609687
32968,1.13,Premium,E,SI2,61.4,59.0,4936,0.32193732193732194
32969,0.72,Ideal,E,VVS1,61.4,57.0,4864,0.20512820512820512
32970,0.36,Ideal,E,VS2,62.8,55.0,1013,0.10256410256410256
32971,0.55,Premium,D,SI1,62.7,59.0,1580,0.1566951566951567
32972,0.34,Premium,F,SI1,59.3,60.0,727,0.09686609686609687
32973,0.3,Premium,E,SI2,62.7,59.0,540,0.08547008547008547
32974,0.27,Ideal,I,VVS2,62.0,54.5,412,0.07692307692307693
32975,1.3,Ideal,H,VS2,62.8,56.0,8124,0.3703703703703704
32976,1.51,Ideal,G,SI1,61.6,56.0,8283,0.43019943019943024
32977,0.57,Very Good,F,VS1,63.2,56.0,1741,0.1623931623931624
32978,1.2,Ideal,I,VS2,62.1,57.0,5914,0.3418803418803419
32979,0.38,Very Good,E,VS1,61.5,58.0,1000,0.10826210826210828
32980,1.23,Premium,F,VS2,62.9,58.0,8486,0.3504273504273505
32981,1.1,Very Good,F,VVS1,62.2,59.0,10329,0.3133903133903134
32982,0.31,Good,E,SI1,63.1,57.0,544,0.08831908831908833
32983,1.0,Ideal,G,SI2,62.8,57.0,4284,0.2849002849002849
32984,1.01,Good,E,VS1,65.8,55.0,6159,0.28774928774928776
32985,0.71,Very Good,H,SI2,63.7,56.0,1972,0.2022792022792023
32986,0.79,Premium,H,VVS2,62.6,58.0,2827,0.2250712250712251
32987,1.01,Very Good,E,SI2,63.3,58.0,4244,0.28774928774928776
32988,0.42,Ideal,E,VS2,62.0,55.0,1024,0.11965811965811965
32989,0.42,Very Good,G,VS1,60.6,58.0,921,0.11965811965811965
32990,2.07,Premium,I,SI1,59.4,61.0,15392,0.5897435897435898
32991,0.45,Premium,F,SI2,61.5,61.0,936,0.12820512820512822
32992,0.3,Very Good,D,SI2,63.0,55.0,447,0.08547008547008547
32993,0.42,Premium,E,SI1,61.5,61.0,926,0.11965811965811965
32994,0.57,Ideal,F,SI1,62.2,56.0,1751,0.1623931623931624
32995,0.51,Good,G,SI2,63.6,54.0,1029,0.1452991452991453
32996,0.31,Ideal,F,IF,62.1,55.0,979,0.08831908831908833
32997,1.5,Very Good,H,VS2,61.6,55.0,10558,0.4273504273504274
32998,0.36,Very Good,E,VS2,62.8,56.0,789,0.10256410256410256
32999,0.43,Very Good,G,VVS1,61.3,57.0,1207,0.1225071225071225
33000,0.3,Very Good,H,VVS1,63.3,59.0,878,0.08547008547008547
33001,1.6,Premium,I,VS1,58.6,58.0,11021,0.4558404558404559
33002,0.41,Ideal,H,SI1,62.6,55.0,876,0.1168091168091168
33003,0.34,Ideal,E,VVS1,62.3,56.0,1084,0.09686609686609687
33004,0.31,Premium,G,VS1,59.5,59.0,625,0.08831908831908833
33005,0.71,Very Good,G,SI1,63.2,58.0,2137,0.2022792022792023
33006,0.41,Ideal,E,VS1,61.7,55.0,1153,0.1168091168091168
33007,0.5,Very Good,H,SI1,60.0,55.0,1148,0.14245014245014245
33008,0.31,Very Good,D,SI2,63.1,54.0,593,0.08831908831908833
33009,0.86,Very Good,I,VS1,61.2,58.0,2905,0.24501424501424499
33010,0.76,Premium,G,SI2,58.8,59.0,1676,0.21652421652421652
33011,1.08,Ideal,F,VS2,61.0,57.0,7923,0.3076923076923077
33012,1.06,Premium,H,VS1,62.5,58.0,5549,0.30199430199430205
33013,1.07,Premium,I,I1,59.8,59.0,2260,0.30484330484330485
33014,2.01,Good,I,VS2,59.9,65.0,15729,0.5726495726495726
33015,0.36,Ideal,D,VS2,61.8,56.0,852,0.10256410256410256
33016,0.4,Very Good,E,SI2,62.9,59.0,666,0.11396011396011398
33017,0.36,Very Good,H,VS2,61.0,55.0,583,0.10256410256410256
33018,0.56,Ideal,F,VS2,62.1,57.0,1814,0.15954415954415954
33019,0.74,Ideal,D,VS2,61.9,56.0,3087,0.21082621082621086
33020,0.5,Fair,G,VVS2,64.9,58.0,1712,0.14245014245014245
33021,1.01,Good,H,SI2,63.7,55.0,3999,0.28774928774928776
33022,0.41,Premium,F,VS2,62.6,58.0,1107,0.1168091168091168
33023,0.41,Premium,I,VVS1,62.0,56.0,1107,0.1168091168091168
33024,1.26,Premium,E,VVS1,59.8,59.0,14952,0.35897435897435903
33025,0.42,Ideal,J,VS1,60.9,57.0,851,0.11965811965811965
33026,1.52,Premium,E,SI2,58.1,60.0,9831,0.4330484330484331
33027,0.3,Premium,G,VVS2,62.3,59.0,878,0.08547008547008547
33028,1.2,Ideal,D,SI2,61.7,56.0,6740,0.3418803418803419
33029,0.52,Ideal,D,VS2,61.8,57.0,1752,0.14814814814814814
33030,0.33,Premium,H,VS2,62.0,59.0,668,0.09401709401709404
33031,0.35,Ideal,F,SI1,61.1,56.0,707,0.09971509971509973
33032,1.01,Very Good,F,VS2,62.9,55.0,7411,0.28774928774928776
33033,0.8,Ideal,I,VS2,61.6,58.0,2606,0.22792022792022795
33034,0.91,Very Good,E,SI1,63.5,57.0,4138,0.2592592592592593
33035,0.31,Premium,H,VVS2,61.4,59.0,802,0.08831908831908833
33036,0.41,Very Good,G,VS2,61.4,57.0,800,0.1168091168091168
33037,0.72,Premium,E,VVS1,62.9,59.0,3566,0.20512820512820512
33038,1.5,Ideal,F,VS2,60.4,57.0,14071,0.4273504273504274
33039,0.6,Ideal,H,VS2,61.1,56.0,1648,0.17094017094017094
33040,1.01,Good,I,SI2,62.6,59.0,3399,0.28774928774928776
33041,0.91,Very Good,F,VVS2,62.6,59.0,5733,0.2592592592592593
33042,0.51,Premium,F,VS2,61.0,58.0,1687,0.1452991452991453
33043,0.41,Ideal,H,VVS1,61.5,55.0,945,0.1168091168091168
33044,2.25,Ideal,I,SI2,62.4,57.0,17143,0.6410256410256411
33045,0.35,Ideal,G,IF,61.4,55.0,1116,0.09971509971509973
33046,0.72,Ideal,G,SI2,61.7,56.0,2177,0.20512820512820512
33047,0.78,Ideal,G,SI1,61.0,57.0,2496,0.22222222222222224
33048,1.03,Premium,E,VVS2,59.7,56.0,9205,0.2934472934472935
33049,0.56,Ideal,G,SI1,62.1,55.0,1417,0.15954415954415954
33050,0.71,Ideal,E,VS2,60.1,59.0,3145,0.2022792022792023
33051,0.36,Premium,H,VS2,60.9,59.0,568,0.10256410256410256
33052,0.71,Very Good,G,VS1,63.5,56.0,2368,0.2022792022792023
33053,0.41,Ideal,G,VS1,60.8,57.0,961,0.1168091168091168
33054,1.21,Ideal,J,VS2,62.5,57.0,5707,0.34472934472934474
33055,1.01,Ideal,G,VVS2,60.9,56.0,8029,0.28774928774928776
33056,1.22,Ideal,F,VS2,61.3,56.0,9203,0.3475783475783476
33057,1.5,Fair,H,I1,66.6,54.0,4939,0.4273504273504274
33058,0.32,Ideal,F,VS2,61.5,56.0,828,0.09116809116809116
33059,1.02,Premium,H,SI1,59.1,60.0,4037,0.2905982905982906
33060,0.77,Very Good,I,VS2,63.4,58.0,2262,0.21937321937321935
33061,1.01,Premium,E,SI1,62.8,58.0,5741,0.28774928774928776
33062,0.5,Ideal,G,SI2,61.2,56.0,1011,0.14245014245014245
33063,0.91,Very Good,E,SI2,62.9,56.0,3763,0.2592592592592593
33064,1.5,Very Good,E,SI1,60.4,59.0,12000,0.4273504273504274
33065,1.7,Premium,G,SI2,62.0,57.0,11043,0.4843304843304844
33066,0.29,Ideal,G,VS2,60.7,55.0,525,0.08262108262108261
33067,0.73,Premium,I,VVS2,61.5,58.0,2519,0.207977207977208
33068,0.3,Very Good,E,VVS2,60.8,60.0,789,0.08547008547008547
33069,0.31,Good,E,SI1,63.6,57.0,544,0.08831908831908833
33070,0.85,Very Good,F,VS1,62.0,55.0,4293,0.24216524216524216
33071,1.52,Ideal,E,SI2,61.0,56.0,8299,0.4330484330484331
33072,0.58,Ideal,F,VVS2,61.8,56.0,2263,0.16524216524216526
33073,1.23,Good,D,I1,63.7,58.0,4050,0.3504273504273505
33074,0.7,Premium,I,VVS1,62.9,58.0,2536,0.19943019943019946
33075,0.32,Ideal,E,VVS2,61.1,55.0,883,0.09116809116809116
33076,0.59,Good,I,VS2,63.4,56.0,1294,0.16809116809116809
33077,0.3,Ideal,G,IF,62.0,54.0,863,0.08547008547008547
33078,1.02,Ideal,E,VS1,60.1,57.0,8244,0.2905982905982906
33079,0.43,Ideal,E,VVS2,62.0,57.0,1245,0.1225071225071225
33080,0.31,Ideal,I,VS1,61.9,53.9,502,0.08831908831908833
33081,1.06,Ideal,F,VVS2,61.1,57.0,8776,0.30199430199430205
33082,0.71,Ideal,F,SI1,62.9,57.0,2381,0.2022792022792023
33083,1.01,Ideal,H,SI1,62.4,53.0,4642,0.28774928774928776
33084,0.52,Ideal,H,IF,61.8,55.0,1798,0.14814814814814814
33085,1.02,Good,G,VVS1,63.6,58.0,7861,0.2905982905982906
33086,0.31,Ideal,G,VVS1,61.6,54.0,778,0.08831908831908833
33087,1.0,Ideal,E,VS2,62.1,57.0,7569,0.2849002849002849
33088,0.71,Very Good,F,SI1,61.9,57.0,2404,0.2022792022792023
33089,0.72,Very Good,F,SI1,62.6,55.0,2440,0.20512820512820512
33090,1.01,Premium,E,VS1,62.9,60.0,7839,0.28774928774928776
33091,0.3,Premium,F,VVS2,62.4,58.0,945,0.08547008547008547
33092,0.97,Fair,I,I1,67.3,55.0,2357,0.2763532763532764
33093,0.31,Very Good,D,SI1,63.0,55.0,571,0.08831908831908833
33094,1.07,Ideal,G,SI2,61.1,57.0,4021,0.30484330484330485
33095,0.27,Very Good,E,VVS2,61.9,58.0,575,0.07692307692307693
33096,1.33,Ideal,J,VS1,61.3,57.0,6118,0.3789173789173789
33097,0.33,Premium,G,VVS1,61.4,60.0,1114,0.09401709401709404
33098,0.41,Premium,E,VS1,60.8,59.0,1153,0.1168091168091168
33099,0.71,Good,G,VS2,63.5,59.0,2029,0.2022792022792023
33100,0.41,Ideal,F,VS2,60.9,57.0,1107,0.1168091168091168
33101,1.34,Very Good,I,SI1,61.1,59.0,6763,0.3817663817663817
33102,0.9,Good,H,SI1,59.0,62.0,3577,0.25641025641025644
33103,0.9,Ideal,D,VVS1,62.0,56.0,8979,0.25641025641025644
33104,0.72,Ideal,D,SI1,61.2,56.0,3722,0.20512820512820512
33105,0.51,Very Good,F,VVS2,62.0,56.0,2041,0.1452991452991453
33106,0.3,Very Good,F,VVS1,61.6,56.0,694,0.08547008547008547
33107,0.42,Premium,G,VS2,61.9,58.0,847,0.11965811965811965
33108,0.71,Very Good,E,VS2,63.7,58.0,2922,0.2022792022792023
33109,1.21,Fair,G,SI1,64.5,56.0,4637,0.34472934472934474
33110,0.5,Ideal,H,VVS1,60.6,55.0,1710,0.14245014245014245
33111,1.16,Premium,H,VS2,62.3,56.0,6202,0.3304843304843305
33112,1.04,Premium,G,SI2,62.9,58.0,4277,0.29629629629629634
33113,0.54,Premium,G,VS1,61.1,60.0,1760,0.15384615384615385
33114,0.23,Very Good,D,VVS1,61.3,61.0,492,0.06552706552706554
33115,0.71,Very Good,F,SI2,63.6,56.0,2098,0.2022792022792023
33116,1.0,Premium,G,VS1,60.9,60.0,6097,0.2849002849002849
33117,0.53,Ideal,G,VS2,60.9,57.0,1598,0.15099715099715105
33118,0.33,Premium,E,SI1,62.0,60.0,743,0.09401709401709404
33119,1.04,Very Good,F,VS2,61.0,60.0,6361,0.29629629629629634
33120,0.51,Ideal,I,SI1,61.7,54.0,1000,0.1452991452991453
